Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
board_m2u_transfe,Chrome 116.0.0.0,,,2023-08-30 10:38:59,2023-08-30 10:40:52,1m - 53.480s,PASSED
,,,,,,,
Test Cases/Web Login/Transfer_OpenThirdParty,Chrome 116.0.0.0,,,2023-08-30 10:38:59,2023-08-30 10:40:52,1m - 52.772s,PASSED
"openBrowser("""")",Chrome 116.0.0.0,,,2023-08-30 10:39:00,2023-08-30 10:39:04,4.214s,PASSED
maximizeWindow(),Chrome 116.0.0.0,,,2023-08-30 10:39:04,2023-08-30 10:39:05,0.477s,PASSED
"navigateToUrl(""https://www.maybank2u.com.my/home/m2u/common/login.do"")",Chrome 116.0.0.0,,,2023-08-30 10:39:05,2023-08-30 10:39:09,3.729s,PASSED
getPageHeight(),Chrome 116.0.0.0,,,2023-08-30 10:39:09,2023-08-30 10:39:09,0.083s,PASSED
getPageWidth(),Chrome 116.0.0.0,,,2023-08-30 10:39:09,2023-08-30 10:39:09,0.057s,PASSED
"setText(findTestObject(""Object Repository/Web Login/Page_Maybank2u  Maybank Malaysia/input_Humanising Financial Services_username""), findTestData(""DevOps"").getValue(1, 1))",Chrome 116.0.0.0,,,2023-08-30 10:39:09,2023-08-30 10:39:11,2.266s,PASSED
"click(findTestObject(""Object Repository/Web Login/Page_Maybank2u  Maybank Malaysia/button_LOGIN""))",Chrome 116.0.0.0,,,2023-08-30 10:39:11,2023-08-30 10:39:12,0.551s,PASSED
"click(findTestObject(""Object Repository/Web Login/Page_Maybank2u  Maybank Malaysia/button_YES""))",Chrome 116.0.0.0,,,2023-08-30 10:39:12,2023-08-30 10:39:13,1.798s,PASSED
"setText(findTestObject(""Object Repository/Web Login/Page_Maybank2u  Maybank Malaysia/input_Hello_my-password-input""), ""Mayesha@19"")",Chrome 116.0.0.0,,,2023-08-30 10:39:13,2023-08-30 10:39:15,1.409s,PASSED
delay(5),Chrome 116.0.0.0,,,2023-08-30 10:39:15,2023-08-30 10:39:20,5.040s,PASSED
"click(findTestObject(""Object Repository/Web Login/Page_Maybank2u  Maybank Malaysia/span_LOGIN""))",Chrome 116.0.0.0,,,2023-08-30 10:39:20,2023-08-30 10:39:20,0.408s,PASSED
delay(4),Chrome 116.0.0.0,,,2023-08-30 10:39:20,2023-08-30 10:39:24,4.018s,PASSED
takeScreenshot(),Chrome 116.0.0.0,,,2023-08-30 10:39:24,2023-08-30 10:39:25,0.813s,PASSED
"click(findTestObject(""Object Repository/Web Login/Page_Maybank2u  Maybank Malaysia/a_MY ACCOUNTS""))",Chrome 116.0.0.0,,,2023-08-30 10:39:25,2023-08-30 10:39:26,0.568s,PASSED
delay(2),Chrome 116.0.0.0,,,2023-08-30 10:39:26,2023-08-30 10:39:28,2.008s,PASSED
"click(findTestObject(""Object Repository/Web Login/Page_Maybank2u  Maybank Malaysia/a_PAY  TRANSFER""))",Chrome 116.0.0.0,,,2023-08-30 10:39:28,2023-08-30 10:39:29,0.918s,PASSED
delay(2),Chrome 116.0.0.0,,,2023-08-30 10:39:29,2023-08-30 10:39:31,2.008s,PASSED
