Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Mosaj S2U,,,,2023-07-14 00:36:33,2023-07-14 00:45:57,9m - 24.622s,FAILED
,,,,,,,
Test Cases/Login Onboard/onboard_onboardIntoMAE - Copy,,,,2023-07-14 00:36:34,2023-07-14 00:39:03,2m - 29.720s,PASSED
"startApplication(""/Users/APK/app-uat-universal-release.apk"", false)",,,,2023-07-14 00:36:35,2023-07-14 00:36:58,22.946s,PASSED
"customKeyword.ChangeAndroidPasscode.createPasscode(""io.appium.android.apis"")",,,,2023-07-14 00:36:58,2023-07-14 00:36:58,0.004s,NOT_RUN
"if (verifyElementVisible(findTestObject(""Login Onboarding/onboardWelcomeSkipBtn""), 10, OPTIONAL))",,,,2023-07-14 00:36:58,2023-07-14 00:37:08,10.672s,PASSED
"else if (verifyElementExist(findTestObject(""Text"", [""Verify"":""Your enhanced experience
is here.""]), 10, OPTIONAL))",,,,2023-07-14 00:37:08,2023-07-14 00:37:12,3.677s,PASSED
"if (verifyElementExist(findTestObject(""Dashboard/dashboardSetUpWalletIcon""), 10, OPTIONAL))",,,,2023-07-14 00:37:12,2023-07-14 00:37:22,10.343s,PASSED
else,,,,2023-07-14 00:37:22,2023-07-14 00:37:23,0.504s,PASSED
takeScreenshot(),,,,2023-07-14 00:37:23,2023-07-14 00:37:24,0.700s,PASSED
"tap(findTestObject(""Login Onboarding/getStartedExistingUserBtn""), 0)",,,,2023-07-14 00:37:24,2023-07-14 00:37:25,1.030s,PASSED
"setText(findTestObject(""Login Onboarding/loginExistingUsernameInputField""), ""samuat05"", 0)",,,,2023-07-14 00:37:25,2023-07-14 00:37:27,1.959s,PASSED
hideKeyboard(),,,,2023-07-14 00:37:27,2023-07-14 00:37:28,1.618s,PASSED
takeScreenshot(),,,,2023-07-14 00:37:28,2023-07-14 00:37:29,0.372s,PASSED
"tap(findTestObject(""Login Onboarding/loginExistingContinueBtn""), 0)",,,,2023-07-14 00:37:29,2023-07-14 00:37:29,0.266s,PASSED
"waitForElementPresent(findTestObject(""Login Onboarding/loginExistingMineConfirmationBtn""), 50)",,,,2023-07-14 00:37:29,2023-07-14 00:37:31,1.702s,PASSED
takeScreenshot(),,,,2023-07-14 00:37:31,2023-07-14 00:37:31,0.423s,PASSED
"tap(findTestObject(""Login Onboarding/loginExistingMineConfirmationBtn""), 0)",,,,2023-07-14 00:37:31,2023-07-14 00:37:31,0.268s,PASSED
"setText(findTestObject(""Login Onboarding/loginPasswordInputField""), ""Maybank@1"", 0)",,,,2023-07-14 00:37:31,2023-07-14 00:37:33,1.933s,PASSED
hideKeyboard(),,,,2023-07-14 00:37:33,2023-07-14 00:37:35,1.426s,PASSED
takeScreenshot(),,,,2023-07-14 00:37:35,2023-07-14 00:37:35,0.399s,PASSED
"tap(findTestObject(""Login Onboarding/loginExistingContinueBtn""), 0)",,,,2023-07-14 00:37:35,2023-07-14 00:37:35,0.372s,PASSED
delay(5),,,,2023-07-14 00:37:35,2023-07-14 00:37:40,5.036s,PASSED
"if (verifyElementVisible(findTestObject(""Login Onboarding/Proceed""), 3, OPTIONAL))",,,,2023-07-14 00:37:40,2023-07-14 00:37:44,3.142s,PASSED
"pinNO = findTestData(""test_data"").getValue(11, 1)",,,,2023-07-14 00:37:44,2023-07-14 00:37:46,2.524s,PASSED
length = pinNO.length(),,,,2023-07-14 00:37:46,2023-07-14 00:37:46,0.002s,PASSED
"for ([i = 0, i < length, (i++)])",,,,2023-07-14 00:37:46,2023-07-14 00:37:55,8.993s,PASSED
takeScreenshot(),,,,2023-07-14 00:37:55,2023-07-14 00:37:55,0.408s,PASSED
"tap(findTestObject(""Object Repository/Dynamic Object/Tap Image Following 2"", [""text"":""0""]), 0)",,Tick button,,2023-07-14 00:37:55,2023-07-14 00:37:57,1.328s,PASSED
delay(2),,,,2023-07-14 00:37:57,2023-07-14 00:37:59,2.011s,PASSED
"pinNO = findTestData(""test_data"").getValue(11, 1)",,,,2023-07-14 00:37:59,2023-07-14 00:38:00,0.750s,PASSED
length = pinNO.length(),,,,2023-07-14 00:38:00,2023-07-14 00:38:00,0.005s,PASSED
"for ([i = 0, i < length, (i++)])",,,,2023-07-14 00:38:00,2023-07-14 00:38:09,9.033s,PASSED
delay(2),,,,2023-07-14 00:38:09,2023-07-14 00:38:11,2.008s,PASSED
takeScreenshot(),,,,2023-07-14 00:38:11,2023-07-14 00:38:11,0.404s,PASSED
"tap(findTestObject(""Object Repository/Dynamic Object/Tap Image Following 2"", [""text"":""0""]), 0)",,Tick button,,2023-07-14 00:38:11,2023-07-14 00:38:12,0.636s,PASSED
delay(2),,,,2023-07-14 00:38:12,2023-07-14 00:38:14,2.010s,PASSED
takeScreenshot(),,,,2023-07-14 00:38:14,2023-07-14 00:38:14,0.380s,PASSED
"tap(findTestObject(""Login Onboarding/loginTouchIDSetUpLaterBtn""), 0)",,,,2023-07-14 00:38:14,2023-07-14 00:38:14,0.341s,PASSED
delay(2),,,,2023-07-14 00:38:14,2023-07-14 00:38:16,2.009s,PASSED
takeScreenshot(),,,,2023-07-14 00:38:16,2023-07-14 00:38:17,0.458s,PASSED
"tap(findTestObject(""Login Onboarding/loginVerifyNumberYesProceedBtn""), 0)",,,,2023-07-14 00:38:17,2023-07-14 00:38:17,0.237s,PASSED
"OTP = getText(findTestObject(""Object Repository/Login Onboarding/Your OTP no. is 2""), 0)",,,,2023-07-14 00:38:17,2023-07-14 00:38:19,2.096s,PASSED
delay(2),,,,2023-07-14 00:38:19,2023-07-14 00:38:21,2.007s,PASSED
"for ([i = 16, i <= 21, (i++)])",,,,2023-07-14 00:38:21,2023-07-14 00:38:31,10.033s,PASSED
takeScreenshot(),,,,2023-07-14 00:38:31,2023-07-14 00:38:32,0.392s,PASSED
delay(3),,,,2023-07-14 00:38:32,2023-07-14 00:38:35,3.005s,PASSED
"tap(findTestObject(""Object Repository/Dynamic Object/Tap Image Following 2"", [""text"":""0""]), 0)",,Tick button,,2023-07-14 00:38:35,2023-07-14 00:38:35,0.608s,PASSED
"waitForElementPresent(findTestObject(""Login Onboarding/onboardNameInputField""), 0)",,,,2023-07-14 00:38:35,2023-07-14 00:38:38,2.693s,PASSED
"setText(findTestObject(""Login Onboarding/onboardNameInputField""), findTestData(""test_data"").getValue(3, 21), 0)",,,,2023-07-14 00:38:38,2023-07-14 00:38:40,1.729s,PASSED
hideKeyboard(),,,,2023-07-14 00:38:40,2023-07-14 00:38:40,0.520s,PASSED
delay(2),,,,2023-07-14 00:38:40,2023-07-14 00:38:42,2.016s,PASSED
takeScreenshot(),,,,2023-07-14 00:38:42,2023-07-14 00:38:43,0.391s,PASSED
"tap(findTestObject(""Login Onboarding/loginExistingContinueBtn""), 0)",,,,2023-07-14 00:38:43,2023-07-14 00:38:43,0.353s,PASSED
delay(2),,,,2023-07-14 00:38:43,2023-07-14 00:38:45,2.011s,PASSED
