Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
M2U part1,Chrome 119.0.0.0,,,2023-11-07 00:57:37,2023-11-07 00:59:09,1m - 31.761s,PASSED
,,,,,,,
Test Cases/Grand Showcase/M2U,Chrome 119.0.0.0,,,2023-11-07 00:57:38,2023-11-07 00:59:09,1m - 30.932s,PASSED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-11-07 00:57:39,2023-11-07 00:57:48,8.340s,PASSED
"navigateToUrl(""https://m2umobilesit.maybank.com.my/cgi-bin/bvAT4UI1/m2u/common/login.do"")",Chrome 119.0.0.0,,,2023-11-07 00:57:48,2023-11-07 00:58:01,12.951s,PASSED
maximizeWindow(),Chrome 119.0.0.0,,,2023-11-07 00:58:01,2023-11-07 00:58:01,0.559s,PASSED
takeScreenshot(CONTINUE_ON_FAILURE),Chrome 119.0.0.0,,,2023-11-07 00:58:01,2023-11-07 00:58:03,1.343s,PASSED
"setText(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/input_Humanising Financial Services_username""), ""samuat05"")",Chrome 119.0.0.0,,,2023-11-07 00:58:03,2023-11-07 00:58:05,2.231s,PASSED
"click(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/span_LOGIN""))",Chrome 119.0.0.0,,,2023-11-07 00:58:05,2023-11-07 00:58:06,0.788s,PASSED
"getText(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/p_Is your security phrasepass1234""))",Chrome 119.0.0.0,,,2023-11-07 00:58:06,2023-11-07 00:58:09,3.611s,PASSED
takeScreenshot(CONTINUE_ON_FAILURE),Chrome 119.0.0.0,,,2023-11-07 00:58:09,2023-11-07 00:58:10,1.238s,PASSED
"click(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/span_pass1234""))",Chrome 119.0.0.0,,,2023-11-07 00:58:10,2023-11-07 00:58:11,0.643s,PASSED
"click(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/button_YES""))",Chrome 119.0.0.0,,,2023-11-07 00:58:11,2023-11-07 00:58:12,0.648s,PASSED
"setText(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/input_Hello_my-password-input""), ""Maybank@1"")",Chrome 119.0.0.0,,,2023-11-07 00:58:12,2023-11-07 00:58:13,1.046s,PASSED
"click(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/span_LOGIN""))",Chrome 119.0.0.0,,,2023-11-07 00:58:13,2023-11-07 00:58:13,0.519s,PASSED
"getText(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/a_PAY  TRANSFER""))",Chrome 119.0.0.0,,,2023-11-07 00:58:13,2023-11-07 00:58:19,5.185s,PASSED
takeScreenshot(CONTINUE_ON_FAILURE),Chrome 119.0.0.0,,,2023-11-07 00:58:19,2023-11-07 00:58:19,0.734s,PASSED
delay(2),Chrome 119.0.0.0,,,2023-11-07 00:58:19,2023-11-07 00:58:21,2.051s,PASSED
"click(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/a_PAY  TRANSFER""))",Chrome 119.0.0.0,,,2023-11-07 00:58:21,2023-11-07 00:58:22,0.845s,PASSED
"click(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/span_x""))",Chrome 119.0.0.0,,,2023-11-07 00:58:22,2023-11-07 00:58:25,2.376s,PASSED
delay(2),Chrome 119.0.0.0,,,2023-11-07 00:58:25,2023-11-07 00:58:27,2.011s,PASSED
"click(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/div_TRANSFER""))",Chrome 119.0.0.0,,,2023-11-07 00:58:27,2023-11-07 00:58:27,0.743s,PASSED
"click(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/div_Own Accounts""))",Chrome 119.0.0.0,,,2023-11-07 00:58:27,2023-11-07 00:58:28,0.876s,PASSED
