Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Mosaj S2U,,,,2023-07-06 12:09:08,2023-07-06 12:12:19,3m - 10.642s,PASSED
,,,,,,,
Test Cases/Login Onboard/onboard_onboardIntoMAE - Copy,,,,2023-07-06 12:09:09,2023-07-06 12:11:44,2m - 35.278s,PASSED
"startApplication(""/Users/APK/uat-universal-release.apk"", false)",,,,2023-07-06 12:09:10,2023-07-06 12:09:31,20.545s,PASSED
"if (verifyElementVisible(findTestObject(""Login Onboarding/onboardWelcomeSkipBtn""), 10, OPTIONAL))",,,,2023-07-06 12:09:31,2023-07-06 12:09:42,11.360s,PASSED
"else if (verifyElementExist(findTestObject(""Text"", [""Verify"":""Your enhanced experience
is here.""]), 10, OPTIONAL))",,,,2023-07-06 12:09:42,2023-07-06 12:09:46,3.920s,PASSED
"if (verifyElementExist(findTestObject(""Dashboard/dashboardSetUpWalletIcon""), 10, OPTIONAL))",,,,2023-07-06 12:09:46,2023-07-06 12:09:56,10.289s,PASSED
else,,,,2023-07-06 12:09:56,2023-07-06 12:09:57,0.360s,PASSED
takeScreenshot(),,,,2023-07-06 12:09:57,2023-07-06 12:09:57,0.677s,PASSED
"tap(findTestObject(""Login Onboarding/getStartedExistingUserBtn""), 0)",,,,2023-07-06 12:09:57,2023-07-06 12:09:58,1.021s,PASSED
"setText(findTestObject(""Login Onboarding/loginExistingUsernameInputField""), ""samuat05"", 0)",,,,2023-07-06 12:09:58,2023-07-06 12:10:01,2.226s,PASSED
hideKeyboard(),,,,2023-07-06 12:10:01,2023-07-06 12:10:02,1.417s,PASSED
takeScreenshot(),,,,2023-07-06 12:10:02,2023-07-06 12:10:02,0.359s,PASSED
"tap(findTestObject(""Login Onboarding/loginExistingContinueBtn""), 0)",,,,2023-07-06 12:10:02,2023-07-06 12:10:03,0.320s,PASSED
"waitForElementPresent(findTestObject(""Login Onboarding/loginExistingMineConfirmationBtn""), 50)",,,,2023-07-06 12:10:03,2023-07-06 12:10:05,1.903s,PASSED
takeScreenshot(),,,,2023-07-06 12:10:05,2023-07-06 12:10:05,0.379s,PASSED
"tap(findTestObject(""Login Onboarding/loginExistingMineConfirmationBtn""), 0)",,,,2023-07-06 12:10:05,2023-07-06 12:10:05,0.305s,PASSED
"setText(findTestObject(""Login Onboarding/loginPasswordInputField""), ""Maybank@1"", 0)",,,,2023-07-06 12:10:05,2023-07-06 12:10:07,1.938s,PASSED
hideKeyboard(),,,,2023-07-06 12:10:07,2023-07-06 12:10:09,1.304s,PASSED
takeScreenshot(),,,,2023-07-06 12:10:09,2023-07-06 12:10:09,0.369s,PASSED
"tap(findTestObject(""Login Onboarding/loginExistingContinueBtn""), 0)",,,,2023-07-06 12:10:09,2023-07-06 12:10:09,0.398s,PASSED
delay(5),,,,2023-07-06 12:10:09,2023-07-06 12:10:14,5.056s,PASSED
"if (verifyElementVisible(findTestObject(""Login Onboarding/Proceed""), 3, OPTIONAL))",,,,2023-07-06 12:10:14,2023-07-06 12:10:18,3.167s,PASSED
"pinNO = findTestData(""test_data"").getValue(11, 1)",,,,2023-07-06 12:10:18,2023-07-06 12:10:19,1.771s,PASSED
length = pinNO.length(),,,,2023-07-06 12:10:19,2023-07-06 12:10:19,0.003s,PASSED
