Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
login only,Chrome 116.0.0.0,,,2023-08-30 11:01:32,2023-08-30 11:04:00,2m - 28.044s,PASSED
,,,,,,,
Test Cases/Web Login/m2u home page,Chrome 116.0.0.0,,,2023-08-30 11:01:34,2023-08-30 11:04:00,2m - 26.598s,PASSED
"openBrowser("""")",Chrome 116.0.0.0,,,2023-08-30 11:01:36,2023-08-30 11:01:47,11.279s,PASSED
maximizeWindow(),Chrome 116.0.0.0,,,2023-08-30 11:01:47,2023-08-30 11:01:48,0.558s,PASSED
"navigateToUrl(""https://www.maybank2u.com.my/home/m2u/common/login.do"")",Chrome 116.0.0.0,,,2023-08-30 11:01:48,2023-08-30 11:02:59,1m - 10.811s,PASSED
"setText(findTestObject(""Object Repository/Web Login/Page_Maybank2u  Maybank Malaysia/input_Humanising Financial Services_username""), findTestData(""DevOps"").getValue(1, 2))",Chrome 116.0.0.0,,,2023-08-30 11:02:59,2023-08-30 11:03:15,16.716s,PASSED
delay(10),Chrome 116.0.0.0,,,2023-08-30 11:03:15,2023-08-30 11:03:26,10.252s,PASSED
"click(findTestObject(""Object Repository/Web Login/Page_Maybank2u  Maybank Malaysia/button_LOGIN""))",Chrome 116.0.0.0,,,2023-08-30 11:03:26,2023-08-30 11:03:29,3.297s,PASSED
delay(10),Chrome 116.0.0.0,,,2023-08-30 11:03:29,2023-08-30 11:03:39,10.011s,PASSED
"click(findTestObject(""Object Repository/Web Login/Page_Maybank2u  Maybank Malaysia/button_YES""))",Chrome 116.0.0.0,,,2023-08-30 11:03:39,2023-08-30 11:03:42,2.903s,PASSED
delay(10),Chrome 116.0.0.0,,,2023-08-30 11:03:42,2023-08-30 11:03:52,10.012s,PASSED
"setText(findTestObject(""Object Repository/Web Login/Page_Maybank2u  Maybank Malaysia/input_Hello_my-password-input""), ""Mayesha@19"")",Chrome 116.0.0.0,,,2023-08-30 11:03:52,2023-08-30 11:03:55,3.167s,PASSED
delay(5),Chrome 116.0.0.0,,,2023-08-30 11:03:55,2023-08-30 11:04:00,5.009s,PASSED
closeBrowser(),Chrome 116.0.0.0,,,2023-08-30 11:04:00,2023-08-30 11:04:00,0.005s,NOT_RUN
