Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
M2U part1,Chrome 119.0.0.0,,,2023-11-07 00:40:34,2023-11-07 00:42:17,1m - 43.084s,PASSED
,,,,,,,
Test Cases/Grand Showcase/M2U,Chrome 119.0.0.0,,,2023-11-07 00:40:35,2023-11-07 00:42:17,1m - 41.904s,PASSED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-11-07 00:40:37,2023-11-07 00:40:45,8.795s,PASSED
"navigateToUrl(""https://m2umobilesit.maybank.com.my/cgi-bin/bvAT4UI1/m2u/common/login.do"")",Chrome 119.0.0.0,,,2023-11-07 00:40:45,2023-11-07 00:40:55,9.798s,PASSED
maximizeWindow(),Chrome 119.0.0.0,,,2023-11-07 00:40:55,2023-11-07 00:40:56,0.720s,PASSED
takeScreenshot(CONTINUE_ON_FAILURE),Chrome 119.0.0.0,,,2023-11-07 00:40:56,2023-11-07 00:41:01,5.036s,PASSED
"setText(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/input_Humanising Financial Services_username""), ""samuat05"")",Chrome 119.0.0.0,,,2023-11-07 00:41:01,2023-11-07 00:41:03,1.883s,PASSED
"click(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/span_LOGIN""))",Chrome 119.0.0.0,,,2023-11-07 00:41:03,2023-11-07 00:41:04,0.831s,PASSED
"getText(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/p_Is your security phrasepass1234""))",Chrome 119.0.0.0,,,2023-11-07 00:41:04,2023-11-07 00:41:06,1.934s,PASSED
takeScreenshot(CONTINUE_ON_FAILURE),Chrome 119.0.0.0,,,2023-11-07 00:41:06,2023-11-07 00:41:07,1.280s,PASSED
"click(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/span_pass1234""))",Chrome 119.0.0.0,,,2023-11-07 00:41:07,2023-11-07 00:41:08,0.693s,PASSED
"click(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/button_YES""))",Chrome 119.0.0.0,,,2023-11-07 00:41:08,2023-11-07 00:41:08,0.710s,PASSED
"setText(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/input_Hello_my-password-input""), ""Maybank@1"")",Chrome 119.0.0.0,,,2023-11-07 00:41:08,2023-11-07 00:41:09,0.974s,PASSED
"click(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/span_LOGIN""))",Chrome 119.0.0.0,,,2023-11-07 00:41:09,2023-11-07 00:41:10,0.572s,PASSED
"getText(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/a_PAY  TRANSFER""))",Chrome 119.0.0.0,,,2023-11-07 00:41:10,2023-11-07 00:41:13,3.356s,PASSED
takeScreenshot(CONTINUE_ON_FAILURE),Chrome 119.0.0.0,,,2023-11-07 00:41:13,2023-11-07 00:41:14,0.665s,PASSED
delay(2),Chrome 119.0.0.0,,,2023-11-07 00:41:14,2023-11-07 00:41:16,2.037s,PASSED
"click(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/a_PAY  TRANSFER""))",Chrome 119.0.0.0,,,2023-11-07 00:41:16,2023-11-07 00:41:17,0.683s,PASSED
"click(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/span_x""))",Chrome 119.0.0.0,,,2023-11-07 00:41:17,2023-11-07 00:41:18,1.864s,PASSED
delay(2),Chrome 119.0.0.0,,,2023-11-07 00:41:18,2023-11-07 00:41:20,2.009s,PASSED
"click(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/div_TRANSFER""))",Chrome 119.0.0.0,,,2023-11-07 00:41:20,2023-11-07 00:41:21,0.552s,PASSED
"click(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/div_Own Accounts""))",Chrome 119.0.0.0,,,2023-11-07 00:41:21,2023-11-07 00:41:22,0.888s,PASSED
"click(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/a_PAY  TRANSFER""))",Chrome 119.0.0.0,,,2023-11-07 00:41:22,2023-11-07 00:41:22,0.006s,NOT_RUN
"click(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/span_Other Accounts ( Maybank and other banks )""))",Chrome 119.0.0.0,,,2023-11-07 00:41:22,2023-11-07 00:41:23,1.299s,PASSED
"click(findTestObject(""Object Repository/showcaseNov2023/Page_Maybank2u  Maybank Malaysia/input_ASNB Accounts_PayFromToContainer---pa_1bae3d""))",Chrome 119.0.0.0,,,2023-11-07 00:41:23,2023-11-07 00:41:25,1.380s,PASSED
