Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
m2u navigation,Chrome 116.0.0.0,,,2023-08-30 11:01:59,2023-08-30 11:04:17,2m - 17.830s,PASSED
,,,,,,,
Test Cases/Web Login/m2u home page Navigation,Chrome 116.0.0.0,,,2023-08-30 11:02:02,2023-08-30 11:04:17,2m - 15.254s,PASSED
"openBrowser("""")",Chrome 116.0.0.0,,,2023-08-30 11:02:06,2023-08-30 11:02:17,10.924s,PASSED
maximizeWindow(),Chrome 116.0.0.0,,,2023-08-30 11:02:17,2023-08-30 11:02:20,3.239s,PASSED
"navigateToUrl(""https://www.maybank2u.com.my/home/m2u/common/login.do"")",Chrome 116.0.0.0,,,2023-08-30 11:02:20,2023-08-30 11:03:25,1m - 4.755s,PASSED
delay(2),Chrome 116.0.0.0,,,2023-08-30 11:03:25,2023-08-30 11:03:28,2.753s,PASSED
"click(findTestObject(""Object Repository/m2u home page/Page_Maybank2u  Maybank Malaysia/a_BUSINESS""))",Chrome 116.0.0.0,,,2023-08-30 11:03:28,2023-08-30 11:03:40,12.377s,PASSED
delay(2),Chrome 116.0.0.0,,,2023-08-30 11:03:40,2023-08-30 11:03:42,2.012s,PASSED
"verifyElementText(findTestObject(""Object Repository/m2u home page/Page_Maybank2u Business  One Stop Digital S_523ae9/span_Login""), ""LOGIN"")",Chrome 116.0.0.0,,,2023-08-30 11:03:42,2023-08-30 11:03:46,3.402s,PASSED
"click(findTestObject(""Object Repository/m2u home page/Page_Maybank2u Business  One Stop Digital S_523ae9/span_Login""))",Chrome 116.0.0.0,,,2023-08-30 11:03:46,2023-08-30 11:03:52,6.188s,PASSED
delay(5),Chrome 116.0.0.0,,,2023-08-30 11:03:52,2023-08-30 11:03:57,5.009s,PASSED
"click(findTestObject(""Object Repository/m2u home page/Page_Maybank2u.com Online Financial Services/button_close""))",Chrome 116.0.0.0,,,2023-08-30 11:03:57,2023-08-30 11:04:01,4.563s,PASSED
delay(5),Chrome 116.0.0.0,,,2023-08-30 11:04:01,2023-08-30 11:04:06,5.015s,PASSED
"click(findTestObject(""Object Repository/m2u home page/Page_Maybank2u.com Online Financial Services/input_Username_action""))",Chrome 116.0.0.0,,,2023-08-30 11:04:06,2023-08-30 11:04:07,0.844s,PASSED
delay(5),Chrome 116.0.0.0,,,2023-08-30 11:04:07,2023-08-30 11:04:12,5.011s,PASSED
"getText(findTestObject(""Object Repository/m2u home page/Page_Maybank2u.com Online Financial Services/span_Username is required""))",Chrome 116.0.0.0,,,2023-08-30 11:04:12,2023-08-30 11:04:15,2.448s,PASSED
"verifyElementText(findTestObject(""Object Repository/m2u home page/Page_Maybank2u.com Online Financial Services/span_Username is required""), ""Username is required."")",Chrome 116.0.0.0,,,2023-08-30 11:04:15,2023-08-30 11:04:17,2.052s,PASSED
closeBrowser(),Chrome 116.0.0.0,,,2023-08-30 11:04:17,2023-08-30 11:04:17,0.007s,NOT_RUN
