Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
MAE S2U no Firebase,,,,2023-07-21 16:03:14,2023-07-21 16:09:04,5m - 49.897s,FAILED
,,,,,,,
Test Cases/Mobile TC/MAE UAT Onboarding new app,,,,2023-07-21 16:03:15,2023-07-21 16:06:10,2m - 55.024s,FAILED
"startApplication(""/Users/APK/uat_latest_withoutFirebase.apk"", false)",,,,2023-07-21 16:03:15,2023-07-21 16:03:34,18.902s,PASSED
delay(10),,,,2023-07-21 16:03:34,2023-07-21 16:03:44,10.108s,PASSED
takeScreenshot(),,,,2023-07-21 16:03:44,2023-07-21 16:03:46,1.270s,PASSED
"getText(findTestObject(""Object Repository/MAE UAT new app/android.widget.TextView - Next""), 0)",,,,2023-07-21 16:03:46,2023-07-21 16:03:46,0.576s,PASSED
"tap(findTestObject(""MAE UAT new app/android.widget.TextView - Next""), 0)",,,,2023-07-21 16:03:46,2023-07-21 16:03:47,0.382s,PASSED
"tap(findTestObject(""MAE UAT new app/android.widget.TextView - Next""), 0)",,,,2023-07-21 16:03:47,2023-07-21 16:03:48,1.449s,PASSED
takeScreenshot(),,,,2023-07-21 16:03:48,2023-07-21 16:03:49,0.985s,PASSED
"tap(findTestObject(""MAE UAT new app/android.widget.TextView - Next""), 0)",,,,2023-07-21 16:03:49,2023-07-21 16:03:49,0.340s,PASSED
"tap(findTestObject(""MAE UAT new app/android.widget.TextView - Next""), 0)",,,,2023-07-21 16:03:49,2023-07-21 16:03:50,0.804s,PASSED
"getText(findTestObject(""SPY MAE without firebase/spy 2/Got It""), 0)",,,,2023-07-21 16:03:50,2023-07-21 16:03:51,0.796s,PASSED
"tap(findTestObject(""SPY MAE without firebase/spy 2/Got It""), 0)",,,,2023-07-21 16:03:51,2023-07-21 16:03:51,0.302s,PASSED
"getText(findTestObject(""Object Repository/MAE UAT new app/android.widget.TextView - Agree""), 0)",,,,2023-07-21 16:03:51,2023-07-21 16:03:52,0.762s,PASSED
takeScreenshot(),,,,2023-07-21 16:03:52,2023-07-21 16:03:52,0.539s,PASSED
"tap(findTestObject(""MAE UAT new app/android.widget.TextView - Agree""), 0)",,,,2023-07-21 16:03:52,2023-07-21 16:03:53,0.223s,PASSED
"getText(findTestObject(""Object Repository/MAE UAT new app/android.widget.TextView - Log In Now""), 0)",,,,2023-07-21 16:03:53,2023-07-21 16:03:56,3.020s,PASSED
takeScreenshot(),,,,2023-07-21 16:03:56,2023-07-21 16:03:56,0.695s,PASSED
"tap(findTestObject(""MAE UAT new app/android.widget.TextView - Log In Now""), 0)",,,,2023-07-21 16:03:56,2023-07-21 16:03:57,0.491s,PASSED
"getText(findTestObject(""Object Repository/MAE UAT new app/android.widget.TextView - Existing M2UMAE user Log in here""), 0)",,,,2023-07-21 16:03:57,2023-07-21 16:03:59,1.706s,PASSED
takeScreenshot(),,,,2023-07-21 16:03:59,2023-07-21 16:03:59,0.738s,PASSED
"tap(findTestObject(""MAE UAT new app/android.widget.TextView - Existing M2UMAE user Log in here""), 0)",,,,2023-07-21 16:03:59,2023-07-21 16:04:00,0.393s,PASSED
"getText(findTestObject(""Object Repository/MAE UAT new app/android.widget.TextView - Please enter your username""), 0)",,,,2023-07-21 16:04:00,2023-07-21 16:04:02,1.750s,PASSED
delay(5),,,,2023-07-21 16:04:02,2023-07-21 16:04:07,5.006s,PASSED
