Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
MAE S2U no Firebase,,,,2023-07-17 23:29:01,2023-07-17 23:39:52,10m - 51.196s,FAILED
,,,,,,,
Test Cases/Mobile TC/MAE UAT Onboarding new app,,,,2023-07-17 23:29:02,2023-07-17 23:33:12,4m - 9.741s,FAILED
"startApplication(""/Users/APK/uat_latest_withoutFirebase.apk"", false)",,,,2023-07-17 23:29:03,2023-07-17 23:29:37,33.869s,PASSED
delay(10),,,,2023-07-17 23:29:37,2023-07-17 23:29:48,10.341s,PASSED
takeScreenshot(),,,,2023-07-17 23:29:48,2023-07-17 23:29:49,1.457s,PASSED
"getText(findTestObject(""Object Repository/MAE UAT new app/android.widget.TextView - Next""), 0)",,,,2023-07-17 23:29:49,2023-07-17 23:29:50,1.074s,PASSED
"tap(findTestObject(""MAE UAT new app/android.widget.TextView - Next""), 0)",,,,2023-07-17 23:29:50,2023-07-17 23:29:51,0.659s,PASSED
"tap(findTestObject(""MAE UAT new app/android.widget.TextView - Next""), 0)",,,,2023-07-17 23:29:51,2023-07-17 23:29:52,1.188s,PASSED
takeScreenshot(),,,,2023-07-17 23:29:52,2023-07-17 23:29:53,1.375s,PASSED
"tap(findTestObject(""MAE UAT new app/android.widget.TextView - Next""), 0)",,,,2023-07-17 23:29:53,2023-07-17 23:29:54,0.631s,PASSED
"getText(findTestObject(""Object Repository/MAE UAT new app/android.widget.TextView - Agree""), 0)",,,,2023-07-17 23:29:54,2023-07-17 23:29:55,0.818s,PASSED
takeScreenshot(),,,,2023-07-17 23:29:55,2023-07-17 23:29:56,0.804s,PASSED
"tap(findTestObject(""MAE UAT new app/android.widget.TextView - Agree""), 0)",,,,2023-07-17 23:29:56,2023-07-17 23:29:57,1.027s,PASSED
"getText(findTestObject(""Object Repository/MAE UAT new app/android.widget.TextView - Log In Now""), 0)",,,,2023-07-17 23:29:57,2023-07-17 23:30:00,3.459s,PASSED
takeScreenshot(),,,,2023-07-17 23:30:00,2023-07-17 23:30:01,1.205s,PASSED
"tap(findTestObject(""MAE UAT new app/android.widget.TextView - Log In Now""), 0)",,,,2023-07-17 23:30:01,2023-07-17 23:30:02,0.689s,PASSED
"getText(findTestObject(""Object Repository/MAE UAT new app/android.widget.TextView - Existing M2UMAE user Log in here""), 0)",,,,2023-07-17 23:30:02,2023-07-17 23:30:04,1.664s,PASSED
takeScreenshot(),,,,2023-07-17 23:30:04,2023-07-17 23:30:05,1.366s,PASSED
"tap(findTestObject(""MAE UAT new app/android.widget.TextView - Existing M2UMAE user Log in here""), 0)",,,,2023-07-17 23:30:05,2023-07-17 23:30:06,0.544s,PASSED
"getText(findTestObject(""Object Repository/MAE UAT new app/android.widget.TextView - Please enter your username""), 0)",,,,2023-07-17 23:30:06,2023-07-17 23:30:07,1.341s,PASSED
delay(5),,,,2023-07-17 23:30:07,2023-07-17 23:30:12,5.008s,PASSED
"tap(findTestObject(""SPY MAE without firebase/spy3/userid EditText""), 0, CONTINUE_ON_FAILURE)",,,,2023-07-17 23:30:12,2023-07-17 23:30:13,1.421s,PASSED
"setText(findTestObject(""SPY MAE without firebase/spy3/userid EditText""), ""samuat05"", 0)",,,,2023-07-17 23:30:13,2023-07-17 23:30:15,1.438s,PASSED
hideKeyboard(),,,,2023-07-17 23:30:15,2023-07-17 23:30:17,2.140s,PASSED
"getText(findTestObject(""Object Repository/MAE UAT new app/android.widget.TextView - Continue""), 0)",,,,2023-07-17 23:30:17,2023-07-17 23:30:18,0.574s,PASSED
takeScreenshot(),,,,2023-07-17 23:30:18,2023-07-17 23:30:18,0.606s,PASSED
hideKeyboard(),,,,2023-07-17 23:30:18,2023-07-17 23:30:19,0.634s,PASSED
"tap(findTestObject(""MAE UAT new app/android.widget.TextView - Continue""), 0)",,,,2023-07-17 23:30:19,2023-07-17 23:30:19,0.483s,PASSED
"getText(findTestObject(""Object Repository/MAE UAT new app/android.widget.TextView - Yes, Its Mine""), 0)",,,,2023-07-17 23:30:19,2023-07-17 23:30:22,3.164s,PASSED
takeScreenshot(),,,,2023-07-17 23:30:22,2023-07-17 23:30:23,0.642s,PASSED
